source,STUDY_ID,newsite,REALM,TAXA,ORGANISMS,initR,nsp,nyr_used,startyr,endyr,nint,nind,npos,nL,nU,nneg,L,U,f_nind,f_nL,f_nU,f_nneg,cvsq_real,cvsq_indep,phi,phi_LdM,skw_real,skw_indep,phi_skw,iCV,iCValt,LONGITUDE,LATITUDE,t_med,t_skw,t_var,t_med_celcius,t_skw_celcius,t_var_celcius,t.lm.slope,t.lm.slope.sig,t.sens.slope,t.sens.slope.sig,t.lm.slope.celcius,t.lm.slope.sig.celcius,t.sens.slope.celcius,t.sens.slope.sig.celcius,GiniSimpson,Simpson,Shannon,Heip,McIntosh,SmithWilson,Pielou
BBS,Dissected Till Plains,840_38_29,Terrestrial,birds,Birds,94,60,22,1997,2019,1770,1605,93,37,56,72,3.58630333,-6.954957844,0.906779661,0.020903955,0.031638418,0.040677966,0.01124751,0.006281841,1.790479951,0.067792865,0.398658821,0.737230394,0.540752015,9.429133979,5.89292543,-96.0269519,39.7690906,2854.333333,0.748064492,0.003123905,12.28333333,0.748064492,0.072591588,0.317084697,0,0.173611111,0,0.03170847,0,0.017361111,0,0.977150446,0.425871949,0.87819119,0.600647242,0.921084868,0.49421313,0.214488834
BBS,High Plains Border,840_38_30,Terrestrial,birds,Birds,84,44,23,1997,2019,946,826,72,24,48,48,2.645336311,-5.735901222,0.873150106,0.025369979,0.050739958,0.050739958,0.012659696,0.005261076,2.406294031,0.090424311,0.306750979,0.145119727,2.11377864,8.887679127,6.337662338,-97.0124144,39.9367553,2854.25,0.560597453,0.003693323,12.275,0.560597453,0.085879158,0.185194335,0,0.125,0,0.018519433,0,0.0125,0,0.973871923,0.470919025,0.878737079,0.623431511,0.918834432,0.489854317,0.232212749
BBS,Osage Plain/Cross Timbers,840_38_302,Terrestrial,birds,Birds,91,39,20,2000,2019,741,652,62,22,40,27,1.851508783,-4.889925119,0.879892038,0.029689609,0.053981107,0.036437247,0.035981602,0.008689251,4.14093254,0.188294072,1.28912394,0.400070906,3.222238663,5.271810009,5.131894484,-95.4488589,37.3690207,2878.791667,0.746322024,0.00230855,14.72916667,0.746322024,0.045120226,0.17575188,0,0.075,0,0.017575188,0,0.0075,0,0.954994577,0.368975631,0.831691284,0.527660236,0.876783489,0.427766467,0.227017139
BBS,Rolling Red Prairies,840_38_304,Terrestrial,birds,Birds,94,45,20,2000,2019,990,890,68,36,32,32,3.90860254,-3.256237013,0.898989899,0.036363636,0.032323232,0.032323232,0.024112066,0.011796706,2.043966011,0.170463579,0.597433509,0.397548777,1.502792975,6.439954391,5.756874096,-97.4634159,37.7959759,2869.916667,0.80278376,0.003571532,13.84166667,0.80278376,0.074051776,0.215100251,0,0.145833333,0,0.021510025,0,0.014583333,0,0.882354215,0.161906231,0.718350304,0.327325108,0.73980619,0.347400781,0.188708693
BBS,High Plains,840_38_307,Terrestrial,birds,Birds,63,30,20,2000,2019,435,379,38,18,20,18,1.759434863,-2.081185433,0.871264368,0.04137931,0.045977011,0.04137931,0.025458335,0.008529663,2.984682366,0.179797425,0.427581436,0.209117848,2.044691261,6.267365144,7.283446712,-100.8706786,37.8296057,2864.25,0.689093155,0.00272759,13.275,0.689093155,0.058851224,0.159085213,0,0.078703704,0,0.015908521,0,0.00787037,0,0.953477992,0.42568802,0.837359666,0.560471754,0.88102233,0.380733597,0.246195552
BBS,Rolling Red Prairies,840_38_312,Terrestrial,birds,Birds,83,42,20,2000,2019,861,732,89,46,43,39,4.536649541,-4.325031697,0.850174216,0.053426249,0.049941928,0.045296167,0.038534636,0.010246783,3.760656909,0.205337082,-0.463009589,0.038061443,-12.16479339,5.094181002,3.709497207,-97.2078887,38.2039494,2865.208333,0.836622709,0.003221115,13.37083333,0.836622709,0.069024618,0.188909774,0,0.144444444,0,0.018890977,0,0.014444444,0,0.94696199,0.31500444,0.818584445,0.495585114,0.857367991,0.440116237,0.21900931
BBS,High Plains,840_38_315,Terrestrial,birds,Birds,62,19,20,2000,2019,171,147,18,7,11,6,0.558140219,-0.839333281,0.859649123,0.040935673,0.064327485,0.035087719,0.06235809,0.02976832,2.094780311,0.235916528,-0.83371526,0.356045573,-2.341597042,4.004548874,3.677267373,-100.7232236,38.4682058,2857.041667,0.640905675,0.003026149,12.55416667,0.640905675,0.068868238,0.140413534,0,0.074074074,0,0.014041353,0,0.007407407,0,0.897718282,0.351979949,0.754733997,0.457124369,0.795901075,0.296884672,0.25632523
BBS,Dissected Till Plains,840_38_317,Terrestrial,birds,Birds,106,60,20,2000,2019,1770,1500,166,68,98,103,7.027622558,-12.63699801,0.847457627,0.038418079,0.055367232,0.05819209,0.02450804,0.005357725,4.574337009,0.148353174,0.997806505,0.183998056,5.42291874,6.387717644,6.045558087,-95.2272709,39.7839097,2855.833333,0.644642664,0.00391742,12.43333333,0.644642664,0.089979893,0.225313283,0,0.15625,0,0.022531328,0,0.015625,0,0.964754583,0.324730191,0.846577397,0.525664411,0.888104308,0.441660865,0.206767502
BBS,High Plains Border,840_38_32,Terrestrial,birds,Birds,94,54,21,1997,2019,1431,1222,146,75,71,63,7.380083331,-6.915932777,0.853948288,0.052410901,0.049615653,0.044025157,0.024154204,0.007007391,3.446961332,0.149461575,-0.16170067,0.152515725,-1.060222933,6.434334456,6.154069767,-98.7508415,39.3447742,2857.916667,0.282396608,0.004053069,12.64166667,0.282396608,0.091628214,0.137943223,0,0.183333333,0,0.013794322,0,0.018333333,0,0.954745857,0.294250097,0.80290335,0.445293329,0.867134294,0.366329508,0.201280161
BBS,High Plains Border,840_38_34,Terrestrial,birds,Birds,84,32,20,1997,2019,496,406,55,20,35,35,1.903536324,-4.72345995,0.818548387,0.040322581,0.070564516,0.070564516,0.03291398,0.014469116,2.274774798,0.126023913,-0.568703758,0.147668187,-3.851227326,5.51200753,5.086466165,-99.2540059,39.7702227,2851.5,0.291129843,0.004551698,12,0.291129843,0.108159722,0.074221477,0,-0.095486111,0,0.007422148,0,-0.009548611,0,0.948135478,0.383464964,0.838852149,0.558264641,0.867964846,0.491180639,0.242041567
BBS,High Plains Border,840_38_35,Terrestrial,birds,Birds,71,24,20,1997,2019,276,199,62,37,25,15,3.702831367,-1.81342161,0.721014493,0.134057971,0.09057971,0.054347826,0.100969648,0.033261862,3.035598213,0.273580137,0.051347106,0.268181534,0.191463987,3.147056788,1.736434109,-99.6464549,39.7266067,2850.916667,0.038860965,0.003083803,11.94166667,0.038860965,0.073621773,0.124876567,0,0.128289474,0,0.012487657,0,0.012828947,0,0.931802463,0.389325724,0.824885511,0.55464187,0.845429406,0.503808731,0.259556809
BBS,High Plains Border,840_38_37,Terrestrial,birds,Birds,69,25,21,1997,2019,300,257,43,20,23,0,2.003893857,-1.741384203,0.856666667,0.066666667,0.076666667,0,0.181899237,0.053318633,3.411551019,0.433754001,0.544508414,0.542302796,1.004067134,2.344685305,1.461024499,-100.4350879,37.3143937,2868.5,0.258089161,0.002905119,13.7,0.258089161,0.060827251,0.194055584,0,0.166666667,0,0.019405558,0,0.016666667,0,0.912689759,0.323055246,0.748574383,0.422048006,0.810153025,0.248688655,0.232557708
BBS,High Plains,840_38_38,Terrestrial,birds,Birds,55,20,20,1997,2019,190,159,25,18,7,6,1.940350234,-0.594331808,0.836842105,0.094736842,0.036842105,0.031578947,0.060668546,0.024138528,2.513348999,0.20017724,-0.203502088,0.220678752,-0.922164395,4.059926843,3.851174935,-101.9689869,39.1767667,2844.25,0.554945134,0.002204741,11.275,0.554945134,0.055617147,0.31049961,0,0.183531746,0,0.031049961,0,0.018353175,0,0.9442161,0.48546185,0.834312971,0.58815381,0.874649748,0.363827431,0.278500512
BBS,Rolling Red Prairies,840_38_6,Terrestrial,birds,Birds,95,46,22,1997,2019,1035,880,138,88,50,17,10.10210092,-4.667063443,0.850241546,0.085024155,0.048309179,0.016425121,0.028451412,0.011181213,2.544572866,0.116657875,-0.546363354,0.713031031,-0.766254665,5.928544541,4.754458162,-97.349158,37.3190352,2876.041667,0.598747942,0.004396958,14.45416667,0.598747942,0.08748919,0.275529794,0,0.291666667,0,0.027552979,0,0.029166667,0,0.97170318,0.439878138,0.871699324,0.603256245,0.912186691,0.469893598,0.227678498
BBS,Rolling Red Prairies,840_38_7,Terrestrial,birds,Birds,102,45,21,1997,2019,990,816,117,79,38,57,8.426347004,-4.093723091,0.824242424,0.07979798,0.038383838,0.057575758,0.044950367,0.024508084,1.834103693,0.135870436,1.021966924,1.319970683,0.774234562,4.716647055,5.028089888,-97.2582029,37.2322087,2878.416667,0.568009345,0.004284763,14.69166667,0.568009345,0.083947816,0.236462206,0,0.258333333,0,0.023646221,0,0.025833333,0,0.968397655,0.418321974,0.859558259,0.576483749,0.904326262,0.441137481,0.225803643
BBS,High Plains Border,840_38_8,Terrestrial,birds,Birds,90,32,21,1997,2019,496,272,205,63,142,19,5.123805325,-20.66151127,0.548387097,0.127016129,0.286290323,0.038306452,0.244588537,0.031805294,7.690183064,0.560143399,0.467252454,0.058483041,7.989537586,2.022003721,1.06962963,-98.8303289,37.9271847,2865.583333,0.541744332,0.00346061,13.40833333,0.541744332,0.073958981,0.206877959,0,0.206060606,0,0.020687796,0,0.020606061,0,0.952390776,0.403895825,0.842558054,0.565898044,0.876849308,0.420565863,0.243110865
BBS,Highland Rim,840_39_10,Terrestrial,birds,Birds,98,61,23,1997,2019,1830,1637,108,56,52,85,5.192038263,-5.271403376,0.894535519,0.030601093,0.028415301,0.046448087,0.013849085,0.00808353,1.71324706,0.091895874,0.456345504,1.626792494,0.28051857,8.497466566,6.44813278,-84.9933879,36.6171577,2874.083333,-0.030196169,0.003580852,14.25833333,-0.030196169,0.072180012,0.448863636,1,0.441666667,0,0.044886364,1,0.044166667,0,0.975306812,0.402967246,0.882943405,0.611672242,0.915523402,0.521890349,0.214782412
BBS,Cumberland Plateau,840_39_11,Terrestrial,birds,Birds,94,61,21,1997,2019,1830,1638,110,56,54,82,6.232887771,-5.512022112,0.895081967,0.030601093,0.029508197,0.044808743,0.006431847,0.002915446,2.206128032,0.052553366,-1.170785168,0.141860716,-8.2530612,12.46901458,18.02631579,-84.8339909,36.8211687,2881.083333,0.003584909,0.004743586,14.95833333,0.003584909,0.091364903,0.436583164,0,0.479166667,0,0.043658316,0,0.047916667,0,0.98591458,0.541968643,0.917503885,0.707595516,0.947380218,0.635901941,0.223189501
BBS,Lexington Plain,840_39_137,Terrestrial,birds,Birds,94,49,20,1997,2019,1176,889,264,115,149,23,10.82973395,-18.69396227,0.755952381,0.097789116,0.12670068,0.019557823,0.078989472,0.026165316,3.018861802,0.323915035,0.851419913,0.627616542,1.35659253,3.558077426,3.229691877,-85.2042619,38.2698117,2868.083333,-0.430255244,0.003573815,13.65833333,-0.430255244,0.07504576,0.235174235,0,0.326388889,0,0.023517424,0,0.032638889,0,0.908033264,0.184692557,0.735850494,0.344332708,0.778852158,0.373248358,0.189076175
BBS,Upper Coastal Plain,840_39_2,Terrestrial,birds,Birds,94,50,21,1998,2019,1225,946,167,56,111,112,5.777225029,-15.37357053,0.772244898,0.045714286,0.090612245,0.091428571,0.17099483,0.039501062,4.328866651,0.32357748,0.937088797,1.957008257,0.478837426,2.418290726,1.310945274,-88.8622638,36.9068375,2886.666667,-0.046785059,0.002309469,15.51666667,-0.046785059,0.042964554,0.153126722,0,0.1796875,0,0.015312672,0,0.01796875,0,0.969460009,0.400567272,0.857232651,0.56332784,0.904461806,0.456325675,0.219127712
BBS,Highland Rim,840_39_21,Terrestrial,birds,Birds,93,53,22,1997,2019,1378,933,438,293,145,7,39.34501488,-13.0299502,0.677068215,0.212626996,0.105224964,0.005079826,0.107351496,0.012155017,8.831867212,0.397928582,-0.323452871,0.065985283,-4.901894108,3.052080253,1.885931559,-84.6612332,37.390468,2868.666667,-0.049877259,0.003870846,13.71666667,-0.049877259,0.080953827,0.431711021,0,0.5,0,0.043171102,0,0.05,0,0.967462909,0.371480861,0.860288023,0.566058465,0.897977928,0.491173889,0.216681303
BBS,Highland Rim,840_39_25,Terrestrial,birds,Birds,99,68,23,1997,2019,2278,2057,123,53,70,98,4.812360877,-8.831825378,0.902985075,0.023266023,0.030728709,0.043020193,0.007648097,0.005098762,1.499990946,0.070315709,-0.157422293,0.73570168,-0.213975715,11.434661,6.417910448,-85.1284099,37.4126457,2876.833333,-0.159262388,0.003591912,14.53333333,-0.159262388,0.071100917,0.364130435,0,0.366666667,0,0.036413043,0,0.036666667,0,0.97536529,0.377283661,0.864999491,0.559249885,0.913328019,0.435678721,0.205000098
BBS,Lexington Plain,840_39_26,Terrestrial,birds,Birds,95,58,20,1997,2018,1653,1267,366,262,104,20,34.96488511,-9.760851209,0.766485178,0.158499698,0.06291591,0.012099214,0.049927865,0.00698189,7.151052633,0.242527712,-0.339952453,0.188319081,-1.805193882,4.475365411,4.63496144,-85.0956126,37.9353872,2871.125,-0.063548701,0.003504724,13.9625,-0.063548701,0.072068039,0.330780452,0,0.427083333,0,0.033078045,0,0.042708333,0,0.977839459,0.44186184,0.887334716,0.62644154,0.923761407,0.529445757,0.218531503
BBS,Highland Rim,840_39_28,Terrestrial,birds,Birds,98,63,21,1997,2019,1953,1489,426,292,134,38,38.7848823,-12.15211881,0.762416795,0.149513569,0.068612391,0.019457245,0.072691659,0.011808282,6.155989268,0.287459861,-0.079323993,0.447863278,-0.177116538,3.709007476,2.514044944,-86.1387677,37.2573275,2876.166667,-0.060175829,0.003534797,14.46666667,-0.060175829,0.070276498,0.316848933,0,0.341145833,0,0.031684893,0,0.034114583,0,0.969262261,0.344146434,0.850342684,0.530464366,0.898429107,0.448031107,0.205241379
BBS,Upper Coastal Plain,840_39_3,Terrestrial,birds,Birds,98,52,23,1997,2019,1326,1108,165,78,87,53,9.586040158,-9.175975491,0.835595777,0.058823529,0.06561086,0.039969834,0.082978271,0.025512754,3.252423078,0.284361683,1.499510407,1.242698839,1.206656319,3.471505104,3.826086957,-88.1808759,36.6896267,2885.666667,-0.111687925,0.003046667,15.41666667,-0.111687925,0.057027027,0.291337286,0,0.294117647,0,0.029133729,0,0.029411765,0,0.963311395,0.348296274,0.838517438,0.519069303,0.888194146,0.400939059,0.212216076
BBS,Highland Rim,840_39_36,Terrestrial,birds,Birds,108,70,20,1997,2018,2415,2003,230,91,139,182,10.52703958,-15.76372788,0.829399586,0.037681159,0.057556936,0.075362319,0.011134991,0.009136534,1.218732474,0.061748904,0.863352951,1.676925708,0.514842695,9.476655026,8.200378072,-88.3261579,37.3299427,2880.958333,0.101727204,0.003254126,14.94583333,0.101727204,0.062726512,0.402542373,0,0.393229167,0,0.040254237,0,0.039322917,0,0.982347829,0.450856667,0.889148687,0.618964638,0.933579256,0.473914453,0.209285555
BBS,Lexington Plain,840_39_44,Terrestrial,birds,Birds,97,50,23,1997,2019,1225,1055,143,64,79,27,5.72585791,-9.345119622,0.86122449,0.052244898,0.064489796,0.022040816,0.039285359,0.010776947,3.645314189,0.160573226,0.241737818,0.479240969,0.504418098,5.045272598,3.416430595,-83.9295763,38.2051493,2865.75,-0.255161483,0.00341679,13.425,-0.255161483,0.072936065,0.341979578,0,0.377777778,0,0.034197958,0,0.037777778,0,0.971907394,0.420780201,0.869251395,0.591429161,0.910789613,0.509430198,0.22219997
BBS,Highland Rim,840_39_5,Terrestrial,birds,Birds,92,53,20,1998,2019,1378,1191,113,68,45,74,9.669135153,-5.389933182,0.864296081,0.04934688,0.032656023,0.053701016,0.017739348,0.010196817,1.739694664,0.095952035,1.087412057,0.78356793,1.387769987,7.508119393,8.726392252,-87.0088713,36.664255,2887.541667,-0.099078459,0.003217847,15.60416667,-0.099078459,0.059546061,0.153212851,0,0.227777778,0,0.015321285,0,0.022777778,0,0.952873385,0.289806016,0.815408812,0.470532708,0.863445899,0.400437788,0.205377547
BBS,Highland Rim,840_39_6,Terrestrial,birds,Birds,86,53,22,1997,2019,1378,1069,270,169,101,39,19.40622859,-10.06426968,0.775761974,0.122641509,0.07329463,0.028301887,0.066970836,0.021632114,3.095898805,0.28000472,-1.078964486,0.252333466,-4.275946842,3.864178159,4.623911322,-86.6314152,36.9907469,2884.041667,-0.102475329,0.003864658,15.25416667,-0.102475329,0.073067468,0.352746369,0,0.383333333,0,0.035274637,0,0.038333333,0,0.929081684,0.213321845,0.754068224,0.364669396,0.814474296,0.367984108,0.189927653
BBS,Highland Rim,840_39_9,Terrestrial,birds,Birds,90,59,23,1997,2019,1711,1478,136,68,68,97,7.264098079,-7.923314041,0.863822326,0.03974284,0.03974284,0.056691993,0.005278484,0.002582041,2.044306759,0.042074737,0.753017402,0.094094164,8.00280667,13.76402334,10.20408163,-85.2699359,36.7007807,2882.25,-0.079937944,0.00339723,15.075,-0.079937944,0.064953013,0.414937418,0,0.3875,0,0.041493742,0,0.03875,0,0.988623762,0.602474307,0.932028216,0.753761584,0.956842623,0.649314332,0.228576249
BBS,Mississippi Alluvial Plain,840_42_101,Terrestrial,birds,Birds,84,36,23,1997,2019,630,513,75,38,37,42,4.309650932,-3.469568085,0.814285714,0.06031746,0.058730159,0.066666667,0.062907693,0.051623642,1.218583005,0.122899477,1.892965422,2.596609877,0.729014181,3.987017318,3.901639344,-89.9669461,29.6924898,2944,-0.162643885,0.002632473,21.25,-0.162643885,0.036470588,0.327075099,1,0.384259259,0,0.03270751,1,0.038425926,0,0.969716785,0.485457504,0.878073577,0.635905734,0.912952092,0.503020985,0.245031097
BBS,Mississippi Alluvial Plain,840_42_104,Terrestrial,birds,Birds,90,45,22,1997,2019,990,770,169,137,32,51,17.55970645,-2.970811657,0.777777778,0.138383838,0.032323232,0.051515152,0.023872925,0.008004719,2.982356454,0.12186348,-0.403792231,0.035214459,-11.46666014,6.472129286,6.180967239,-90.5588309,29.7559597,2938.625,-0.256521442,0.003204447,20.7125,-0.256521442,0.045463689,0.373926745,1,0.475490196,1,0.037392674,1,0.04754902,1,0.967880994,0.414381305,0.859379415,0.576075946,0.903041401,0.439751695,0.225756661
BBS,Upper Coastal Plain,840_42_119,Terrestrial,birds,Birds,94,32,21,1997,2019,496,346,107,24,83,43,2.171993822,-10.76418504,0.697580645,0.048387097,0.16733871,0.086693548,0.062235578,0.016452159,3.782821351,0.183806573,0.368465562,0.259636942,1.419156917,4.008488444,2.020512821,-92.963258,31.5639297,2927.916667,-0.130300769,0.003159243,19.64166667,-0.130300769,0.047093763,0.183572385,0,0.252604167,0,0.018357239,0,0.025260417,0,0.9717851,0.533429519,0.893340778,0.681005696,0.920722678,0.543174512,0.257763662
BBS,Upper Coastal Plain,840_42_128,Terrestrial,birds,Birds,93,44,22,1997,2019,946,838,63,32,31,45,3.684520586,-3.6017746,0.885835095,0.033826638,0.032769556,0.04756871,0.012616798,0.008565853,1.472918003,0.06242889,0.173338951,0.273867877,0.632929109,8.9027754,6.637931034,-93.482775,32.5540378,2922.75,-0.222258144,0.003528355,19.125,-0.222258144,0.053921569,0.297838703,0,0.321428571,0,0.02978387,0,0.032142857,0,0.97294766,0.462267291,0.87776209,0.621049927,0.916424915,0.502882351,0.231955101
BBS,Coastal Flatwoods,840_42_16,Terrestrial,birds,Birds,97,46,22,1998,2019,1035,807,218,126,92,10,15.7952472,-8.679352812,0.779710145,0.12173913,0.088888889,0.009661836,0.060341056,0.007990007,7.552065527,0.233812314,-0.526692727,0.16638562,-3.165494262,4.070929162,3.752883031,-93.3184289,30.8315727,2931.208333,-0.329914825,0.002004293,19.97083333,-0.329914825,0.029417901,0.256916996,0,0.295454545,0,0.0256917,0,0.029545455,0,0.977448743,0.496325564,0.90122662,0.67811806,0.927461971,0.591904147,0.235390711
BBS,Mississippi Alluvial Plain,840_42_18,Terrestrial,birds,Birds,86,40,21,1997,2019,780,596,120,84,36,64,11.3633129,-3.430595234,0.764102564,0.107692308,0.046153846,0.082051282,0.028656773,0.013146151,2.179860303,0.1112766,0.376992732,0.13562125,2.779746778,5.907263681,4.538461538,-91.4440435,31.9792958,2926.083333,-0.084575416,0.003104263,19.45833333,-0.084575416,0.046680942,0.410738617,1,0.456597222,1,0.041073862,1,0.045659722,1,0.939401793,0.29732437,0.819921446,0.502194646,0.843378769,0.467782855,0.22226843
BBS,Upper Coastal Plain,840_42_221,Terrestrial,birds,Birds,100,43,20,1997,2019,903,696,164,76,88,43,7.864483481,-6.937615573,0.77076412,0.084163898,0.097452935,0.047619048,0.027657783,0.024212786,1.142280054,0.077916019,0.483623814,0.682479135,0.708627985,6.013001617,4.805194805,-93.1474655,31.4823534,2928.541667,-0.018395047,0.002461407,19.70416667,-0.018395047,0.036582787,0.358521944,0,0.4375,0,0.035852194,0,0.04375,0,0.954626236,0.344151378,0.844945888,0.54759433,0.873213023,0.498387906,0.224647948
BBS,Mississippi Alluvial Plain,840_42_38,Terrestrial,birds,Birds,79,32,20,1997,2019,496,378,65,39,26,53,5.409730637,-3.032618951,0.762096774,0.078629032,0.052419355,0.106854839,0.052796133,0.023323598,2.263635849,0.202033363,-0.173557976,0.524348085,-0.330997634,4.352100765,2.838842975,-91.4269719,32.4856776,2923.208333,-0.088603523,0.00346366,19.17083333,-0.088603523,0.052814606,0.435787896,1,0.53125,0,0.04357879,1,0.053125,0,0.902427671,0.248463119,0.768687519,0.430792384,0.783936546,0.388293595,0.221796334
BBS,Mississippi Alluvial Plain,840_42_57,Terrestrial,birds,Birds,92,51,20,1998,2019,1275,1055,145,57,88,75,5.154816918,-12.0914949,0.82745098,0.044705882,0.069019608,0.058823529,0.025703458,0.016291006,1.577769815,0.081337635,-0.173470558,0.748769933,-0.231674043,6.237408987,3.860759494,-91.5965299,31.7369095,2929.291667,-0.405871473,0.003378234,19.77916667,-0.405871473,0.050031599,0.278359614,0,0.2703125,0,0.027835961,0,0.02703125,0,0.958419542,0.324778355,0.828902701,0.500522524,0.877110921,0.463048615,0.210818785
BBS,Upper Coastal Plain,840_42_9,Terrestrial,birds,Birds,86,42,21,1998,2019,861,758,76,31,45,26,2.695462708,-5.333127718,0.880371661,0.036004646,0.052264808,0.030197445,0.025295402,0.007225576,3.500814503,0.121838735,0.106697442,0.165360794,0.645240266,6.287517469,4.5,-90.5110779,30.7018587,2928.166667,-0.36686453,0.003045136,19.66666667,-0.36686453,0.045338983,0.255458578,0,0.304761905,0,0.025545858,0,0.03047619,0,0.973262609,0.477046198,0.885644433,0.643704171,0.918288897,0.523679118,0.236950968
BBS,Northern New England,840_44_115,Terrestrial,birds,Birds,112,51,20,1997,2019,1275,1086,156,73,83,33,6.478595295,-9.479471956,0.851764706,0.057254902,0.065098039,0.025882353,0.038755987,0.007926372,4.889498754,0.136582225,-0.259456211,0.125802793,-2.062404212,5.079612689,4.530183727,-69.8609276,44.324762,2808.375,0.192916344,0.003241792,7.6875,0.192916344,0.118428184,0.057841852,0,0.049107143,0,0.005784185,0,0.004910714,0,0.97768548,0.472650998,0.890558279,0.643316426,0.925985699,0.567236348,0.226499942
BBS,Northern New England,840_44_120,Terrestrial,birds,Birds,111,47,21,1997,2017,1081,703,352,138,214,25,12.7279101,-21.5608049,0.650323774,0.127659574,0.197964847,0.023126735,0.053031318,0.006607943,8.025389739,0.251771167,0.409679971,0.125906432,3.253844655,4.342439644,2.606896552,-69.5425659,44.5995807,2805.833333,0.153721026,0.003979804,7.433333333,0.153721026,0.150224215,0.242748918,0,0.251736111,0,0.024274892,0,0.025173611,0,0.975790518,0.473118318,0.885988281,0.636981515,0.922496283,0.538264925,0.230118004
BBS,Northern New England,840_44_13,Terrestrial,birds,Birds,120,52,23,1997,2019,1326,1002,263,120,143,61,10.90231072,-12.66875527,0.755656109,0.090497738,0.107843137,0.046003017,0.040363015,0.009872027,4.088624883,0.167292627,-0.146058077,0.589943798,-0.247579647,4.977464834,5.023696682,-70.2908259,44.3340297,2802.916667,0.213180126,0.004236658,7.141666667,0.213180126,0.166277713,0.187747036,0,0.236111111,0,0.018774704,0,0.023611111,0,0.980229407,0.497933517,0.898172389,0.662254405,0.9328388,0.559686446,0.227313842
BBS,Northern New England,840_44_19,Terrestrial,birds,Birds,120,51,23,1997,2019,1275,978,272,139,133,25,14.07097007,-13.36141887,0.767058824,0.109019608,0.104313725,0.019607843,0.091543576,0.012698943,7.208755624,0.300621537,0.04933828,0.278915247,0.17689345,3.3051111,1.778554779,-69.4360208,44.9876199,2794.333333,0.281108748,0.003876894,6.283333333,0.281108748,0.172413793,0.083168643,0,0.104166667,0,0.008316864,0,0.010416667,0,0.972719005,0.42300294,0.85870264,0.565227889,0.912472045,0.408255103,0.218397945
BBS,Northern Spruce/Hardwoods,840_44_26,Terrestrial,birds,Birds,110,49,22,1997,2019,1176,871,193,78,115,112,6.981534767,-13.08328262,0.740646259,0.066326531,0.097789116,0.095238095,0.030807535,0.008640228,3.565592704,0.105349769,0.447306623,0.123701633,3.61601228,5.697331942,3.295719844,-68.2555749,44.8325837,2802.166667,0.059679162,0.003687623,7.066666667,0.059679162,0.146226415,0.204101023,0,0.180555556,0,0.020410102,0,0.018055556,0,0.980755815,0.519825926,0.904078102,0.681960637,0.93550289,0.569991625,0.232302119
BBS,Southern New England,840_44_3,Terrestrial,birds,Birds,94,41,21,1997,2019,820,671,122,83,39,27,11.96687125,-4.376348672,0.818292683,0.101219512,0.047560976,0.032926829,0.052345955,0.012403642,4.22020841,0.164285643,0.244417015,0.158779144,1.539352144,4.370774865,3.243478261,-70.5150099,43.4994247,2821.5,-0.022926403,0.003248863,9,-0.022926403,0.101851852,0.214969225,0,0.303221289,0,0.021496922,0,0.030322129,0,0.978113059,0.533197502,0.898565474,0.678285881,0.931617194,0.563200823,0.241967964
BBS,Northern Spruce/Hardwoods,840_44_31,Terrestrial,birds,Birds,108,46,20,1997,2019,1035,939,70,37,33,26,3.637818246,-2.430632118,0.907246377,0.035748792,0.031884058,0.025120773,0.022551174,0.00698454,3.228727069,0.089903901,0.234612386,0.164220042,1.428646486,6.659098269,4.447761194,-70.190779,45.233007,2780.083333,0.319824153,0.004608675,4.858333333,0.319824153,0.263722127,0.023652271,0,-0.006696429,0,0.002365227,0,-0.000669643,0,0.978965865,0.513733099,0.909099415,0.69954916,0.931656761,0.633485788,0.237447
BBS,Northern Spruce/Hardwoods,840_44_32,Terrestrial,birds,Birds,113,48,23,1997,2019,1128,920,172,112,60,36,12.61776343,-6.233861663,0.815602837,0.09929078,0.053191489,0.031914894,0.029222796,0.005296407,5.5174751,0.154167447,-0.983741653,0.005069434,-194.0535347,5.84977436,6.684210526,-70.2128823,45.0776834,2785.666667,0.186428239,0.004457341,5.416666667,0.186428239,0.229230769,0.146162714,0,0.160714286,0,0.014616271,0,0.016071429,0,0.980331352,0.519635342,0.906447269,0.689705511,0.934678861,0.623229432,0.234151434
BBS,Northern New England,840_44_33,Terrestrial,birds,Birds,114,53,21,1997,2019,1378,1177,138,55,83,63,6.676082699,-9.654014255,0.85413643,0.039912917,0.060232221,0.045718433,0.018382264,0.007147142,2.571973965,0.070884117,0.568173816,0.305348262,1.860740295,7.375653485,5.987012987,-69.0300449,45.0524467,2799.916667,0.294579217,0.003779874,6.841666667,0.294579217,0.154689403,0.098966238,0,0.211805556,0,0.009896624,0,0.021180556,0,0.979436704,0.483257221,0.899655562,0.665076309,0.930175876,0.607972837,0.22659683
BBS,Southern New England,840_44_4,Terrestrial,birds,Birds,97,38,20,1997,2019,703,590,84,29,55,29,3.018177557,-5.817576753,0.839260313,0.041251778,0.078236131,0.041251778,0.075700676,0.019600632,3.862154921,0.222442835,0.661342373,0.360521411,1.834405261,3.634545589,2.607894737,-70.7139509,43.0811777,2826.708333,0.125170759,0.003405021,9.520833333,0.125170759,0.101094092,0.386629094,0,0.482291667,0,0.038662909,0,0.048229167,0,0.974450168,0.51404796,0.902290116,0.692788816,0.923562322,0.541419227,0.24804639
