"source","STUDY_ID","newsite","REALM","TAXA","ORGANISMS","nyr_used","startyr","endyr","LONGITUDE","LATITUDE","citation_1","citation_2","citation_3","citation_4","citation_5","citation_6"
"BBS","Southern Piedmont","840_27_15","Terrestrial","birds","Birds",20,2000,2019,-83.9907256,33.0058447,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Upper Coastal Plain","840_27_21","Terrestrial","birds","Birds",21,1997,2019,-84.4058069,31.2906127,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Piedmont","840_27_27","Terrestrial","birds","Birds",23,1997,2019,-84.7868559,34.0545254,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Upper Coastal Plain","840_27_33","Terrestrial","birds","Birds",23,1997,2019,-84.2682799,32.1823297,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Piedmont","840_27_36","Terrestrial","birds","Birds",21,1997,2018,-85.2533567,33.5381995,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Piedmont","840_27_46","Terrestrial","birds","Birds",23,1997,2019,-83.8122125,33.1053145,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Upper Coastal Plain","840_27_48","Terrestrial","birds","Birds",20,1997,2019,-82.8309704,33.0291229,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Upper Coastal Plain","840_27_50","Terrestrial","birds","Birds",22,1997,2019,-82.9529801,32.1747043,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Upper Coastal Plain","840_27_51","Terrestrial","birds","Birds",21,1997,2019,-82.3672037,32.88997,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Upper Coastal Plain","840_27_57","Terrestrial","birds","Birds",23,1997,2019,-83.80112,30.6653217,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_10","Terrestrial","birds","Birds",22,1997,2019,-141.8052529,63.0127307,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Rockies","840_3_11","Terrestrial","birds","Birds",21,1997,2018,-146.0607299,63.0531897,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Rockies","840_3_115","Terrestrial","birds","Birds",21,1997,2019,-149.2910681,63.7379551,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Alaska Coast","840_3_117","Terrestrial","birds","Birds",23,1997,2019,-149.4276,61.58697,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Alaska Coast","840_3_118","Terrestrial","birds","Birds",22,1997,2019,-150.7868883,60.5957398,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Alaska Coast","840_3_119","Terrestrial","birds","Birds",23,1997,2019,-151.7956533,59.7967661,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Rockies","840_3_13","Terrestrial","birds","Birds",20,1998,2019,-148.86,63.3793062,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_142","Terrestrial","birds","Birds",21,1999,2019,-146.0599662,65.0544087,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_192","Terrestrial","birds","Birds",23,1997,2019,-156.4585984,58.6704647,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Pacific Rainforests","840_3_21","Terrestrial","birds","Birds",21,1997,2019,-134.7660128,58.4423687,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Pacific Rainforests","840_3_224","Terrestrial","birds","Birds",23,1997,2019,-132.3798899,56.4599307,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_284","Terrestrial","birds","Birds",22,1997,2019,-157.0287273,64.7706568,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_3","Terrestrial","birds","Birds",20,1997,2019,-146.727508,65.2698047,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Southern Alaska Coast","840_3_319","Terrestrial","birds","Birds",23,1997,2019,-151.560698,59.6464107,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Tundra","840_3_372","Terrestrial","birds","Birds",21,1997,2019,-149.71492,67.6695397,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Tundra","840_3_403","Terrestrial","birds","Birds",22,1997,2019,-150.6324337,66.4417734,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Tundra","840_3_404","Terrestrial","birds","Birds",21,1997,2018,-150.29011,67.0166107,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Tundra","840_3_408","Terrestrial","birds","Birds",23,1997,2019,-149.3473217,68.4265923,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Tundra","840_3_409","Terrestrial","birds","Birds",23,1997,2019,-148.8351789,68.8572136,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_41","Terrestrial","birds","Birds",23,1997,2019,-146.9948586,64.5464143,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_418","Terrestrial","birds","Birds",22,1997,2019,-150.6131749,65.0076556,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_419","Terrestrial","birds","Birds",23,1997,2019,-148.65472,65.4883997,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_420","Terrestrial","birds","Birds",22,1997,2019,-142.3235417,63.6093407,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_423","Terrestrial","birds","Birds",23,1997,2019,-155.523896,64.4609377,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Pacific Rainforests","840_3_429","Terrestrial","birds","Birds",21,1997,2019,-132.7665559,56.3501108,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Rockies","840_3_51","Terrestrial","birds","Birds",20,2000,2019,-145.9169019,61.0587623,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Northern Rockies","840_3_7","Terrestrial","birds","Birds",21,1997,2019,-143.8893879,62.7247807,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Open Boreal Forest","840_3_8","Terrestrial","birds","Birds",21,1997,2019,-143.9862892,63.6152141,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Rockies","840_33_10","Terrestrial","birds","Birds",22,1997,2019,-113.5624829,45.0341095,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Rockies","840_33_111","Terrestrial","birds","Birds",21,1997,2019,-116.0315611,44.4138961,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Central Rockies","840_33_12","Terrestrial","birds","Birds",20,1997,2019,-115.0979702,44.4572034,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Columbia Plateau","840_33_128","Terrestrial","birds","Birds",22,1997,2018,-111.7185508,42.9613154,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Rockies","840_33_14","Terrestrial","birds","Birds",21,1997,2019,-113.5203605,44.722359,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Central Rockies","840_33_2","Terrestrial","birds","Birds",21,1999,2019,-116.6672685,47.7825805,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Columbia Plateau","840_33_20","Terrestrial","birds","Birds",22,1997,2018,-113.5630006,43.4619319,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Rockies","840_33_204","Terrestrial","birds","Birds",21,1998,2019,-116.8391482,46.4470219,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Columbia Plateau","840_33_21","Terrestrial","birds","Birds",22,1997,2018,-112.7317982,43.1104288,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Central Rockies","840_33_212","Terrestrial","birds","Birds",20,1997,2016,-115.4933479,44.9600847,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Rockies","840_33_214","Terrestrial","birds","Birds",20,1997,2019,-113.3704824,44.2330004,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Columbia Plateau","840_33_217","Terrestrial","birds","Birds",23,1997,2019,-116.5088281,43.1584349,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Columbia Plateau","840_33_219","Terrestrial","birds","Birds",22,1997,2018,-114.252264,43.4007821,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Columbia Plateau","840_33_220","Terrestrial","birds","Birds",22,1997,2018,-113.8743621,43.3387265,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Rockies","840_33_222","Terrestrial","birds","Birds",20,1997,2019,-111.2006106,43.8248162,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Columbia Plateau","840_33_225","Terrestrial","birds","Birds",21,1998,2019,-114.0888322,42.431685,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Basin and Range","840_33_227","Terrestrial","birds","Birds",21,1997,2019,-112.3918149,42.4988307,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Basin and Range","840_33_25","Terrestrial","birds","Birds",22,1997,2019,-114.2794532,42.3311564,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Basin and Range","840_33_27","Terrestrial","birds","Birds",23,1997,2019,-112.519388,42.8548166,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Central Rockies","840_33_29","Terrestrial","birds","Birds",20,1998,2019,-116.8492509,48.4797897,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Driftless Area","840_34_1","Terrestrial","birds","Birds",21,1997,2019,-90.0603721,42.2101956,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Till Plains","840_34_10","Terrestrial","birds","Birds",21,1997,2019,-89.7704347,41.3504896,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_12","Terrestrial","birds","Birds",22,1997,2019,-89.0175725,41.6502254,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_14","Terrestrial","birds","Birds",22,1997,2019,-88.1879809,41.9335847,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Till Plains","840_34_2","Terrestrial","birds","Birds",23,1997,2019,-89.3321502,42.1593177,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_20","Terrestrial","birds","Birds",22,1997,2019,-91.1829978,40.2137205,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Till Plains","840_34_22","Terrestrial","birds","Birds",23,1997,2019,-90.9814019,40.6514497,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Till Plains","840_34_23","Terrestrial","birds","Birds",22,1997,2019,-90.0331516,40.9170762,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Till Plains","840_34_24","Terrestrial","birds","Birds",22,1997,2019,-90.5087794,40.8602881,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_25","Terrestrial","birds","Birds",23,1997,2019,-89.6657014,40.6004653,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_29","Terrestrial","birds","Birds",23,1997,2019,-88.95069,40.9275498,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Dissected Till Plains","840_34_3","Terrestrial","birds","Birds",22,1997,2019,-89.0756312,42.0711057,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_30","Terrestrial","birds","Birds",23,1997,2019,-88.5584799,40.0787817,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_34","Terrestrial","birds","Birds",20,1997,2019,-87.724604,40.6463646,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_36","Terrestrial","birds","Birds",21,1997,2019,-90.3451209,39.9897988,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_38","Terrestrial","birds","Birds",23,1997,2019,-90.4109104,39.799577,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_41","Terrestrial","birds","Birds",23,1997,2019,-89.2690071,39.4800841,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_42","Terrestrial","birds","Birds",23,1997,2019,-89.2049844,39.3998674,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_43","Terrestrial","birds","Birds",22,1997,2019,-89.4517437,39.5535471,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_44","Terrestrial","birds","Birds",23,1997,2019,-88.103613,39.8947071,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_46","Terrestrial","birds","Birds",23,1997,2019,-88.195176,39.3149204,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_47","Terrestrial","birds","Birds",21,1997,2019,-88.3865649,39.6153298,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_49","Terrestrial","birds","Birds",22,1997,2018,-90.2587326,38.3851828,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_50","Terrestrial","birds","Birds",20,1997,2019,-89.8193422,38.5256201,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_51","Terrestrial","birds","Birds",23,1997,2019,-89.5364836,38.6981367,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_52","Terrestrial","birds","Birds",22,1997,2018,-89.6602444,38.6699717,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_54","Terrestrial","birds","Birds",22,1997,2019,-88.233672,38.248185,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Till Plains","840_34_56","Terrestrial","birds","Birds",20,1997,2018,-88.1676148,38.70688,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Highland Rim","840_34_59","Terrestrial","birds","Birds",22,1997,2018,-89.2352685,37.2325914,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Highland Rim","840_34_60","Terrestrial","birds","Birds",23,1997,2019,-89.7475091,37.9708433,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Highland Rim","840_34_61","Terrestrial","birds","Birds",23,1997,2019,-88.9437782,37.3198861,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Highland Rim","840_34_63","Terrestrial","birds","Birds",22,1997,2018,-88.5193033,37.0730417,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Driftless Area","840_34_65","Terrestrial","birds","Birds",23,1997,2019,-89.7648861,42.1401616,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
"BBS","Great Lakes Plain","840_34_66","Terrestrial","birds","Birds",23,1997,2019,-88.9154674,42.3994754,"Pardieck, K.L., Ziolkowski, D.J., Jr, Lutmerding, M., Aponte, V.I. & Hudson, M.A.R. (2020). North American breeding bird survey dataset 1966--2019: US Geological Survey data release.","","","","",""
