"SpecCode","Species","Author","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Comments","name_in_mydb"
2903,"Cyprinella spiloptera","(Cope, 1867)",12,"TL",NA,NA,86798,7.65000009536743,"TL",NA,NA,12193,NA,NA,NA,"Inhabits sand and gravel runs and pools of creeks, and small to medium (sometimes large) rivers (Ref. 5723, 86798).  Adults feed on surface insects and aquatic immatures (Ref. 10294). Spawning season is from mid-June to mid-August. Eggs are deposited in crevices of rocks and logs and are defended by males (Ref. 27549).","Cyprinella spiloptera"
1450,"Cyprinus carpio","Linnaeus, 1758",120,"TL",NA,NA,27549,31,"TL",NA,NA,3561,40090,NA,72380,"Inhabits warm, deep, slow-flowing and still waters such as lowland rivers and large, well vegetated lakes (Ref. 59043).  Hardy and tolerant of a wide variety of conditions but generally favor large water bodies with slow flowing or standing water and soft bottom sediments.  Thrive in large turbid rivers (Ref. 1998).   Most active at dusk and dawn.  Both adults and juveniles feed on a variety of benthic organisms and plant material.  Breeds along shores or in backwaters.  Adults often undertake considerable spawning migration to suitable backwaters and flooded meadows. Larvae survive only in very warm water among shallow submerged vegetation (Ref. 59043).  Occurs at depths of <30m (Ref. 120613) and found sucking in floating insects at the surface (Ref. 120823). River regulation and hybridization with domesticated stocks, East Asian congeners and their hybrids have caused continuous decline of wild populations (Ref. 59043).  Utilized fresh and frozen (Ref. 9987).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size >200 cm; not recommended for home aquariums (Ref. 51539).","Cyprinus carpio"
1604,"Dorosoma cepedianum","(Lesueur, 1818)",29.6399989128113,"TL",NA,NA,40637,35,"SL",NA,NA,7251,1980,NA,40637,"Inhabits open water of medium to large rivers, lakes, and impoundments.  Ascends creeks and small rivers with well-developed pools and enters brackish water (Ref.  86798).  Occurs mainly in freshwater in large rivers, reservoirs, lakes, swamps, temporary floodwater pools, etc., but adults also found in brackish or saline water of estuaries or bays, preferring quieter open waters.  Juveniles are found in great abundance well upstream from brackish water (Ref. 39041).  Very young individuals apparently never enter brackish water (Ref. 38947).  Larvae are most abundant in surface waters both day and night (Ref. 4639).  A herbivorous filter-feeder almost entirely.  Breed near the surface in freshwater from late winter (mid-March) through most of the summer (at least to about mid-August).  The adhesive eggs sink.  Used to some extent as fertilizer and cattle food (Ref. 188).","Dorosoma cepedianum"
1606,"Dorosoma petenense","(Günther, 1867)",33,"TL",NA,NA,96339,10,"SL",NA,NA,9291,NA,NA,NA,"Often schooling, occurring mainly in freshwater (in large rivers, reservoirs, lakes, and swamps).  Prefer the presence of smooth, steep-sided surfaces such as dams, cement-lined pools and rip rapped streams (Ref. 39049).  But adults are also found in brackish or saline water of estuaries and bays (up to 32.3 ppt salinity (Ref. 39050); juveniles to about 15 ppt).  Larvae are pelagic probably found only in freshwater (Ref. 39046).  Filter-feeders, but not entirely herbivorous since recorded food items include copepods, cladocerans and fish fry.  Also feed on organic material of sand and detritus bottoms (Ref. 9114).  Breed in the spring and in autumn, in freshwater, near or over plants or other objects.  Eggs adhere to aquatic vegetation (Ref. 4639).  Caught exclusively in fresh waters  and sometimes in mouths of rivers (Ref. 9291).  Also Ref. 58302.","Dorosoma petenense"
258,"Esox lucius","Linnaeus, 1758",127.004999876022,"TL",150,"TL",40637,40,"TL",55,"TL",556,28350,35000,40637,"Occurs in clear vegetated lakes, quiet pools and backwaters of creeks and small to large rivers (Ref. 5723, 86798).  Usually solitary and highly territorial.  Enters brackish water in the Baltic.  Adults feed mainly on fishes, but at times feed heavily on frogs and crayfish (Ref. 27547).  Cannibalism is common.  In arctic lakes, it is sometimes the only species present in a given water body.  In such cases, juveniles feed on invertebrates and terrestrial vertebrates; large individuals are mainly cannibals (Ref. 59043). Cannibalistic as juveniles (Ref. 30578).  Feces of pike are avoided by other fish because they contain alarm pheromones.  Deposits feces at specific locations, distant from its foraging area (Ref. 59043).  Eggs and young are preyed upon by fishes, aquatic insect larvae, birds, and aquatic mammals (Ref. 1998).  Does not generally undertake long migrations, but a few may move considerable distances (Ref. 27547).  Oviparous (Ref. 205). This fish can be heavily infested with parasites, including the broad tapeworm which, if not killed by thorough cooking, can infect human; is used as an intermediate host by a cestode parasite which results to large losses in usable catches of lake whitefish (<i>Coregonus clupeaformis</i>) in some areas; also suffers from a trematode which causes unsightly cysts on the skin (Ref. 9988).  Excellent food fish; utilized fresh and frozen; eaten pan-fried, broiled, and baked (Ref. 9988).  Valuable game fish (Ref. 5723).  In spite of numerous attempts to culture this species, it was never entirely domesticated and does not accept artificial food (Ref. 30578).  Locally impacted by habitat alterations (Ref. 59043).","Esox lucius"
2711,"Esox masquinongy","Mitchill, 1824",183,"TL",NA,NA,5723,95,"TL",NA,NA,12193,31750,NA,3549,"Lives in clear vegetated lakes, quiet pools and backwaters of creeks and small to large rivers (Ref. 205, 10294).  Solitary, lurking hunter on other fishes as well as on ducklings, muskrats, and snakes. Oviparous, spawn in spring as the ice melts (Ref. 205).","Esox masquinongy"
3398,"Etheostoma asprigene","(Forbes, 1878)",7.09999990463257,"TL",NA,NA,5723,5,"TL",NA,NA,12193,NA,NA,NA,"Inhabits sluggish riffles over rocks or debris in small to large rivers; also lowland lakes (Ref. 5723), creeks, swamps and reservoirs (Ref. 10294).  Feeds mainly on midge and blackfly larvae (Diptera); small fish consumes more microcrustaceans (Ref. 79012).","Etheostoma asprigene"
3402,"Etheostoma blennioides","Rafinesque, 1819",17,"TL",NA,NA,5723,5.5,"TL",NA,NA,12193,NA,NA,NA,"Inhabit rocky riffles of creeks and small to medium rivers, and shores of large lakes (Ref. 5723, 10294).  Juveniles feed on midge larvae and microcrustaceans; adults consume midge larvae, blackfly larvae, and other immature aquatic insects, primarily mayflies and caddisflies (Ref. 10294).  Distinct pairing during breeding (Ref. 36980).  Eggs are found attached to the substrate unguarded (Ref. 7043).","Etheostoma blennioides"
3407,"Etheostoma chlorobranchium","Zorach, 1972",10,"TL",NA,NA,5723,5.5,"TL",NA,NA,12193,NA,NA,NA,"Inhabits very fast, rocky riffles of creeks and small to medium rivers (Ref. 5723, 10294).","Etheostoma chlorobranchium"
3420,"Etheostoma exile","(Girard, 1859)",7.19999980926514,"TL",NA,NA,5723,5.44999980926514,"TL",NA,NA,12193,NA,NA,NA,"Inhabit vegetated lakes, pools of headwaters, creeks and small to medium rivers (Ref. 5723).  Eggs are found attached to the substrate unguarded (Ref. 7043).","Etheostoma exile"
3445,"Etheostoma nigrum","Rafinesque, 1820",7.19999980926514,"TL",NA,NA,5723,3.90000009536743,"TL",NA,NA,12193,NA,NA,NA,"Occur in sandy and muddy, sometimes rocky, pools of headwaters, creeks, and small to medium rivers; and in sandy shores of lakes (Ref. 5723, 10294); also found in streams (Ref. 10294).  Adults feed on midge larvae, mayfly nymphs, caddis larvae, and microcrustaceans; young on entomostracans and tiny midge larvae (Ref. 10294).  Eggs are found clustered on underside of stone and guarded by males (Ref. 7043).","Etheostoma nigrum"
3450,"Etheostoma olmstedi","Storer, 1842",11,"TL",NA,NA,5723,5.09999990463257,"TL",NA,NA,12193,NA,NA,NA,"Inhabits sandy and muddy pools of headwaters, creeks and small to medium rivers; and shores of lakes (Ref. 5723).  Eggs are found clustered on underside of stone and guarded by males (Ref. 7043).","tessellated darter"
10534,"Etheostoma vulneratum","(Cope, 1870)",8,"TL",NA,NA,5723,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits fast rocky riffles of small to medium rivers (Ref. 5723, 10294).  Adult feeds on midge larvae (Ref. 10294).","Etheostoma vulneratum"
3197,"Fundulus notatus","(Rafinesque, 1820)",8,"TL",NA,NA,27139,5.80000019073486,"TL",NA,NA,12193,NA,NA,NA,"Inhabits quiet surface water, usually near margins of creeks and small rivers, ponds, and lakes (Ref 5723, 10294).  7.4 cm max TL (Ref. 5723).  Feeds primarily on terrestrial arthropods, emergent stages of aquatic insects, benthic larvae, and midwater insects (Ref. 10294).  Not a seasonal killifish.  Is easy to maintain in the aquarium (Ref. 27139).","Fundulus notatus"
7544,"Galaxias brevipinnis","Günther, 1866",24.32329125171,"TL",NA,NA,44894,15,"SL",NA,NA,44894,NA,NA,NA,"Inhabits mainly clear streams, often deeply shaded and relatively fast-flowing, although it sometimes occurs in lakes, particularly in Tasmania.  In New Zealand and parts of Tasmania, juveniles occur in marine waters, presumably the larvae are washed out to the sea.  The existence of a marine stage is regarded to be facultative rather than obligatory in Australia.  Swims near the bottom, usually around the cover of rocks and logs.  More common in uploads (Snowy Mountains, Otway Ranges, central Tasmania) than at lower elevations (Ref. 44894).","Galaxias brevipinnis"
22531,"Galaxias vulgaris","Stokell, 1949",9.79777379598491,"TL",NA,NA,13730,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabit rivers.  Spawning occurs from July to September (Ref. 58147).","Galaxias vulgaris"
3215,"Gambusia affinis","(Baird & Girard, 1853)",5.09999990463257,"TL",7,"TL",50932,3.90000009536743,"TL",NA,NA,12193,NA,NA,NA,"Most abundant in lower reaches of streams (Ref. 44091).  Adults inhabit standing to slow-flowing water; most common in vegetated ponds and lakes, backwaters and quiet pools of streams.  Found frequently in brackish water (Ref. 5258).  Pelagic and surface predatory fish (Ref. 94816).  Feed on zooplankton, small insects and detritus (Ref. 5258, 10294).  Used as live food for carnivorous aquarium fishes.  Viviparous (Ref. 5258, 30578).  Effective in mosquito control and widely introduced, but found to compete with indigenous fish and to upset the ecological balance (Ref. 6351).","Gambusia affinis"
2420,"Gasterosteus aculeatus","Linnaeus, 1758",11,"TL",NA,NA,35388,5.09999990463257,"TL",NA,NA,1998,NA,NA,NA,"Adults occur in fresh waters, estuaries and coastal seas (Ref. 4119).  Anadromous, with numerous non-anadromous populations in brackish or pure freshwater, rarely in marine waters.  In the sea, confined to coastal waters.  In freshwater, adults prefer to live in small stream but may occur in a variety of habitats including lakes and large rivers (Ref. 59043).  Inhabit shallow vegetated areas, usually over mud or sand (Ref. 5723).  Form schools.  Young associated with drifting seaweed (Ref. 12114, 12115).  Juveniles move to the sea (anadromous populations) or to deeper, larger water bodies (freshwater populations) in July-August, forming large feeding schools (Ref. 59043).  Feed on worms, crustaceans, larvae and adult aquatic insects, drowned aerial insects, and small fishes; has also been reported to feed on their own fry and eggs (Ref. 1998).  Eggs are found in nests constructed from plant material (Ref. 41678).  Males build, guard and aerate the nest where the eggs are deposited (Ref. 205).  Maximum length in freshwater is 8 cm while in saltwater is 11 cm (Ref. 35388).  Occasionally taken commercially in Scandinavia and processed into fishmeal and oil (Ref. 28219, 28964).  Commonly used as a laboratory animal (Ref. 1998).  A large bibliography is available at www.geocities.com/CapeCanaveral/Hall/1345/stickbibl.html.","Gasterosteus aculeatus"
4478,"Gobio gobio","(Linnaeus, 1758)",21,"TL",NA,NA,88166,12,"TL",NA,NA,6258,220,NA,6258,"Occurs in nearly all types of riverine and lacustrine habitats with sand bottom.  Found in small mountain streams, large lowland rivers and large lakes (Ref. 59043). Inhabits fast flowing rivers with sand or gravel bottom but may also occur in still waters.  Forms schools.  Feeds on insect larvae, mollusks, and crustaceans.  Normally active during the day but if they are disturbed, in particular, by predators, they can defer their activity to periods when light intensity is weak.  Capable of emitting squeaking sounds.  These vocalizations, which is a means by which fish communicate with each other, vary with the degree of activity and the temperature and are independent of the season of reproduction (Ref. 30578).  Breeds in shallow water over stones, sand or plant material.  Eggs are released above substrate and drift with current, sinking to bottom and sticking to substrate. Larvae and juveniles occur on the bottom and prefer detritus-rich sandy habitats and low current (Ref. 59043).","Gobio gobio"
62429,"Gobio lozanoi","Doadrio & Madeira, 2004",13.5,"TL",NA,NA,71904,NA,NA,NA,NA,NA,NA,NA,NA,"Occurs in streams and rivers with clear water, gravel or sandy bottoms (Ref. 57030).  Also inhabits slow moving lowland waters with gravel, sandy and clay bottoms (Ref. 57030) and streams in foot hills with moderate current and with sand or gravel bottom (Ref. 59043).","Gobio lozanoi"
22535,"Gobiomorphus breviceps","(Stokell, 1939)",8.19999980926514,"TL",NA,NA,26965,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits streams.  Preys on invertebrates (Ref. 27776). Maximum life-span for both sexes was observed to be 4.5 years (Ref. 46231).","Gobiomorphus breviceps"
4474,"Gymnocephalus cernua","(Linnaeus, 1758)",25,"TL",NA,NA,556,12,"TL",NA,NA,556,400,NA,556,"Inhabits eutrophic lakes, lowland and piedmont rivers.  Most abundant in estuaries 
of large rivers, brackish lakes with salinities up to 10-12 ppt and reservoirs.  In general, its abundance increases with increased eutrophication (Ref. 59043).  Reported to prefer still or slow-flowing water with soft bottom and without vegetation (Ref. 59043) and deep water with deposits of sand and gravel (Ref. 9696).  Can tolerate some degradation of the environment (Ref. 30578).  Can co-exist in deep lakes with <i>Perca fluviatilis</i>.  Both species partly occur at different depths with <i>Gymnocephalus cernua</i> being more abundant in deeper layers (Ref. 59043).  The membranous external walls of the head canals of this species provide high directional sensitivity; can feed at night in the dark using the lateral line system; feeds on zooplankton, chironomids, oligochaetes and amphipods (Ref. 10999).  Pelagic in coastal lakes and tidal estuaries, preying on zooplankton and  fish.  Spawns on a variety of substrates at depths of about 3 m or less (Ref. 59043).  White to yellow eggs in sticky strands are found on rocks and weed in shallow water (Ref. 41678).  Used as bait for pike (Ref. 6258).  Females live up to 10 year while males up to 7 years (Ref. 59043).","Gymnocephalus cernua"
2666,"Hiodon alosoides","(Rafinesque, 1819)",47.1640002727509,"TL",NA,NA,40637,31,"OT",NA,NA,3221,1720,NA,4699,"Occurs in deep, open pools and channels of turbid, lowland rivers; small lakes and impoundments (Ref. 5723, 10294).  Feeds on surface and aquatic insects, crustaceans, mollusks, small fishes, frogs, shrew, and mice (Ref. 10294).  Migrates upstream in the spring to spawn and feed.  Moves downstream in the fall.  Mainly nocturnal.  Preyed upon by birds, some mammals, and other fishes.  Marketed smoked.","Hiodon alosoides"
2990,"Hypentelium nigricans","(Lesueur, 1817)",61,"TL",NA,NA,5723,29.75,"TL",NA,NA,12193,480,NA,40637,"Inhabits rocky riffles, runs and pools of clear creeks and small rivers.  Occasionally found in large rivers and impoundments (Ref. 5723, 10294).  Feeds on immature stages of benthic insects and snails (Ref. 10294).  It feeds by disturbing the stream bottom with its large snout and sucking up organisms that it dislodges (Ref. 84357).","Hypentelium nigricans"
274,"Hypophthalmichthys molitrix","(Valenciennes, 1844)",120,"TL",NA,NA,86798,18,"SL",NA,NA,35840,50000,NA,30578,"Found in their natural range in rivers with marked water-level fluctuations and overwinters in middle and lower stretches, swimming just beneath the surface.  They feed in shallow (0.5-1.0 m deep) and warm (over 21°C) backwaters, lakes and flooded areas with slow current on phytoplankton and zooplankton (Ref. 30578, 10294).  Bigger individuals from about 1.5 cm SL feed only on phytoplankton while larvae and small juveniles prey on zooplankton (Ref. 59043).  Adults breed in rivers or tributaries over shallow rapids with gravel or sand bottom, in upper water layer or even at surface during floods when the water level increases by 50-120 cm above normal level.  Conditions for spawning include high current (0.5-1.7 m/s), turbid water, temperatures above 15°C (usually 18-26°C)  and high oxygen concentrations (Ref. 59043).  Spawning ceases if conditions change (especially sensitive to water-level fall) and resumes again when water level increases.  Juveniles and adults form large schools during spawning season.  Mature individuals undertake long distance upriver migration at start of a rapid flood and water-level increase, able to leap over obstacles up to 1 m.  After spawning, adults migrate to foraging habitats,  In autumn, adults move to deeper places in main course of river where they remain without feeding.  Larvae drift downstream and settle in floodplain lakes, shallow shores and backwaters with little or no current (Ref. 59043).  In aquaculture, it can survive brackish water (up to 7 ppt) when released into estuaries and coastal lakes (Ref. 59043).  Escape from fish farms are widely known even as they are stocked in large rivers and almost all still water bodies like lakes and ponds.  Utilized fresh for human consumption and also introduced to many countries where its ability to clean reservoirs and other waters of clogging algae is appreciated even more than its food value (Ref. 9987).  One of among 3 or 4 species of cyprinids whose world production in aquaculture exceeds 1 million tons per year (Ref. 30578).","Hypophthalmichthys molitrix"
275,"Hypophthalmichthys nobilis","(Richardson, 1845)",114.463997006416,"TL",NA,NA,59043,60,"TL",NA,NA,2059,40000,NA,59043,"In its natural environment, it occurs in rivers with marked water-level fluctuations, overwinters in middle and lower stretches.  Forages in shallow (0.5-1.5 m deep) and warm (over 24°C) backwaters, lakes and flooded areas with slow current.  Feeds on zooplankton throughout its life under natural conditions (Ref. 120904). Breeds in very deep, very turbid and warm water above 18°C (usually 22-30°C), with high current (1.1-1.9 m/s) and high oxygen concentrations.  Stocked to large rivers and almost all still water bodies as lakes and ponds.  In aquaculture, adults can survive brackish water (up to 7 ppt) when released into estuaries and coastal lakes.  Feeds mainly on zooplankton, but also takes algae as food (Ref. 59043).  Bottom feeding fish (Ref. 6459).  Undertakes long distance upriver migration at start of a rapid flood and water-level increase (in April-July depending on locality). Spawns in upper water layer or even at surface during floods.  Spawning ceases if conditions change and resumes again when water level increases.  After spawning, adults migrate for foraging habitats,  Larvae drift downstream and settle in floodplain lakes, shallow shores and backwaters with little or no current.  During autumn-winter, when temperature drops to 10°C, juveniles and adults form separate large schools and migrate downstream to deeper places in main course of river to overwinter (Ref. 59043). Marketed fresh and frozen.","Hypophthalmichthys nobilis"
2518,"Ichthyomyzon greeleyi","Hubbs & Trautman, 1937",20,"TL",NA,NA,5723,13,"TL",NA,NA,12193,NA,NA,NA,"Freshwater. Found in large to small creeks (Ref. 89241).  Found in gravel riffles and sandy runs of clean, clear high-gradient streams.  Ammocoete larvae occur in sand, mud and debris in pools and backwaters.  Non-parasitic (Ref. 5723). Adults preyed upon by <i>Necturus maculosus<\i>.  Spawning period at the end of May in Pennsylvania. Spawning occurs in watercourses with swift current and large stones (Ref. 89241).","Ichthyomyzon greeleyi"
3019,"Ictalurus furcatus","(Valenciennes, 1840)",165,"TL",NA,NA,86798,NA,NA,NA,NA,NA,68000,NA,9988,"Inhabits deep water of impoundments and main channels and backwaters of medium to large rivers, over mud, sand and gravel (Ref. 5723, 86798).  Stays on the bottom during the day in deep areas and moves into swifter water at night to feed (Ref. 117513).  Feeds on small aquatic invertebrates, clams and fishes (Ref. 93252).  Prefers clear, strongly flowing water.  Deposits eggs in nests under under logs, brush, or riverbank (Ref. 117513). Males build nest often in pools or backwaters (Ref. 117513).  Marketed fresh and frozen.  Eaten steamed, fried, broiled, microwaved and baked (Ref. 9988).","Ictalurus furcatus"
290,"Ictalurus punctatus","(Rafinesque, 1818)",132,"TL",NA,NA,26550,57,"SL",NA,NA,59043,26300,NA,4699,"Inhabits lakes and deep pools and runs over sand or rocks in small to large rivers (Ref. 86798).   Adults occur in  rivers and streams and prefer clean, well oxygenated water (Ref. 9988), but also in ponds and reservoirs (Ref. 10294, 44091).   Recorded as having been or being farmed in rice fields (Ref. 119549). Feeds primarily on small fish, crustaceans (e.g. crayfish), clams and snails; also on aquatic insects and small mammals (Ref. 9669, 10294, 44091).  Marketed fresh, smoked and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Albino form common in the aquarium trade (Ref. 13371).","Ictalurus punctatus"
2992,"Ictiobus bubalus","(Rafinesque, 1818)",112,"TL",NA,NA,40637,58.5,"TL",NA,NA,12193,37290,NA,40637,"Inhabits pools, backwaters and main channels of small to large rivers.  Also occurs in lakes and impoundments.  Feeds on shellfish and algae, by grinding with the bony plates in its throat (Ref. 9988).  Appears to be a good candidate for aquaculture.  Marketed fresh and eaten pan-fried, broiled and baked (Ref. 9988).","Ictiobus bubalus"
2993,"Ictiobus cyprinellus","(Valenciennes, 1844)",123,"TL",NA,NA,40637,35.5499992370605,"TL",NA,NA,12193,31890,NA,4699,"Inhabits main channels, pools, backwaters of small to large rivers, lakes, and impoundments (Ref. 86798).   Feeds on cladocera and cyclopoid copepods supplemented with midge larvae (Ref. 10294).  Oviparous (Ref. 205). Prefers water with depth of less than 5 m (Ref. 121623).","Ictiobus cyprinellus"
2994,"Ictiobus niger","(Rafinesque, 1819)",123,"TL",NA,NA,40637,52.0499992370605,"TL",NA,NA,12193,28740,NA,40637,"Inhabits ponds and backwaters of small to large rivers.  Also lives in impoundments and lakes.  Oviparous (Ref. 205).  Feeds on Asiatic clam, algae, diatoms and crustaceans (Ref. 10294).","Ictiobus niger"
3238,"Labidesthes sicculus","(Cope, 1865)",13,"TL",NA,NA,5723,8.35000038146973,"TL",NA,NA,12193,NA,NA,NA,"Occur near surface of lakes, ponds, and quiet pools of creeks and small to large rivers.  Usually found in open water (Ref 5723, 10294).  Feed on zooplankton, including copepods, cladocerans, and midge larvae (Ref. 10294).","Labidesthes sicculus"
1075,"Lepisosteus oculatus","Winchell, 1864",150,"TL",NA,NA,57533,100,"TL",NA,NA,3728,4440,NA,40637,"Adults occur in quiet, clear pools and backwaters of lowland creeks, small to large rivers, oxbow lakes, swamps and sloughs.  Occasionally enter brackish waters.  A voracious predator feeding on various kinds of fishes and crustaceans.","Lepisosteus oculatus"
1076,"Lepisosteus osseus","(Linnaeus, 1758)",200,"TL",NA,NA,40637,17.5,"TL",NA,NA,12193,22820,NA,4699,"Adults occur in sluggish pools, backwaters and oxbows of medium to large rivers, and lakes (Ref. 10294).  Usually found near vegetation.  Occasionally found in brackish waters.  Spawning occur in freshwater and possibly slightly brackish water (Ref. 4639).  Migrate up rivers during the spawning season (Ref. 4639).  Eggs and larvae are demersal and adhesive (Ref. 4639).  Voracious predator, feeding on various fishes and crustaceans.  The roe is poisonous.","Lepisosteus osseus"
2597,"Lepisosteus platostomus","Rafinesque, 1820",88,"TL",NA,NA,40637,62.5,"TL",NA,NA,12193,2600,NA,40637,"Inhabit quiet pools and backwaters of creeks and small to large rivers, swamps, lakes and overflow areas of large streams.  Often occur near vegetation and submerged logs.  Feed on other fishes and insects.  Spawning occurs over vegetation or other submerged objects (Ref. 10294).","Lepisosteus platostomus"
3370,"Lepomis auritus","(Linnaeus, 1758)",30.5,"TL",NA,NA,40637,10.75,"TL",NA,NA,12193,790,NA,4699,"Rocky and sandy pools of creeks and small to medium rivers; rocky and vegetated lake margins (Ref. 5723).  Adults feed on terrestrial insects and both immature and adult aquatic insects, particularly larger varieties such as mayflies and dragonflies.  Juveniles consume benthic organisms such as dipteran larvae (Ref. 10294).","Lepomis auritus"
3371,"Lepomis cyanellus","Rafinesque, 1819",31,"TL",NA,NA,5723,20,"TL",NA,NA,12193,960,NA,4699,"Adults inhabit quiet pools and backwaters of sluggish streams, lakes and ponds.  Often near vegetation (Ref. 5723, 10294).  Juveniles feed on immature insects and microcrustaceans (Ref. 10294).  Nest spawners (Ref. 79012).","Lepomis cyanellus"
3372,"Lepomis gibbosus","(Linnaeus, 1758)",40,"TL",NA,NA,86798,9.89999961853027,"TL",NA,NA,12193,630,NA,4699,"Inhabits vegetated lakes and ponds, as well as quiet pools of creeks and small rivers (Ref. 86798).  Feeds on small fishes and other vertebrates (Ref. 1998), as well as fish eggs (Ref. 2058).  Adtults rarely form schools but occur in pairs or loose aggregations of three to four individuals; young individuals aggregate in fairly large schools (Ref. 120693). An introduced species in Europe which avoids swift waters and occurs in estuaries with a salinity up to 18.2 ppt  (Ref. 59043).  Reported in Europe to prey on a wide variety of invertebrates (Ref. 59043).  Considered undesirable catch (Ref. 30578).","Lepomis gibbosus"
3372,"Lepomis gibbosus","(Linnaeus, 1758)",40,"TL",NA,NA,86798,9.89999961853027,"TL",NA,NA,12193,630,NA,4699,"Inhabits vegetated lakes and ponds, as well as quiet pools of creeks and small rivers (Ref. 86798).  Feeds on small fishes and other vertebrates (Ref. 1998), as well as fish eggs (Ref. 2058).  Adtults rarely form schools but occur in pairs or loose aggregations of three to four individuals; young individuals aggregate in fairly large schools (Ref. 120693). An introduced species in Europe which avoids swift waters and occurs in estuaries with a salinity up to 18.2 ppt  (Ref. 59043).  Reported in Europe to prey on a wide variety of invertebrates (Ref. 59043).  Considered undesirable catch (Ref. 30578).","pumpkinseed"
3373,"Lepomis gulosus","(Cuvier, 1829)",31,"TL",NA,NA,5723,NA,NA,NA,NA,NA,1110,NA,4699,"Adults are usually found over mud in vegetated lakes, ponds, swamps and quiet water areas of streams.","Lepomis gulosus"
3374,"Lepomis humilis","(Girard, 1858)",15,"TL",NA,NA,5723,7.40000009536743,"TL",NA,NA,12193,NA,NA,NA,"Inhabits quiet pools of creeks and small to large, often turbid, rivers; usually near brush (Ref. 5723, 10294).  Feeds on microcrustaceans and aquatic insect larvae, principally chironomid dipterans (Ref. 10294).","Lepomis humilis"
3375,"Lepomis macrochirus","Rafinesque, 1819",41,"TL",NA,NA,5723,19.0499992370605,"TL",NA,NA,12193,2150,NA,4699,"Adults are found frequently in lakes, ponds, reservoirs and sluggish streams (Ref. 5723, 10294); occur primarily in reservoirs in Hawaii; preferably live in deep weed beds (Ref. 5723).  Active mainly during dusk and dawn.  They feed upon snails, small crayfish, insects, worms and small minnows (Ref. 5723).  Young feed on crustaceans, insects and worms (Ref. 5723, 10294).","Lepomis macrochirus"
3377,"Lepomis megalotis","(Rafinesque, 1820)",24,"TL",NA,NA,5723,11.5,"TL",NA,NA,4543,790,NA,4699,"Nearly always found in shallow water, preferring habitats with dense vegetation in small lakes, ponds and slow moving rivers and streams.  Feed on small aquatic invertebrates, insects, and occasionally small fishes.  (Ref. 4543, 10294).","Lepomis megalotis"
4662,"Leuciscus leuciscus","(Linnaeus, 1758)",40,"TL",NA,NA,30578,15,"TL",NA,NA,556,1000,NA,30578,"Gregarious fish which swims near the surface (Ref. 30578).  Inhabits moderate to fast-flowing large streams to large rivers with rock or gravel bottom.  Adults aggregate in dense swarms in winter in the lower reaches of rivers or backwaters and often migrate to spawning streams in autumn and overwinter there.  Juveniles spend winter in cavities along the shores.  Early juveniles occur in very shallow shoreline habitats and when they grow, they leave the shores for faster-flowing waters.  Feeding larvae thrive along shores.  Prey on small invertebrates.  Spawns in fast-flowing water on shallow gravel beds, often in small tributaries (Ref. 59043).   Breeds in March and April (Ref. 30578).  Pale yellow eggs are found attached to gravel and stones in shallow, flowing water (Ref. 41678).","Leuciscus leuciscus"
310,"Lota lota","(Linnaeus, 1758)",152,"TL",NA,NA,27547,40,"TL",NA,NA,1371,34000,NA,27547,"The only member of Lotidae family which lives in freshwater.  Crepuscular and nocturnal (Ref. 11941).  Adults are found in well oxygenated flowing waters and large, deep lakes as well as large rivers with slow-moving current (Ref. 5723, 10294). They occur from estuaries of large lowland rivers as well as from small mountain streams, preferring deep waters in summer (Ref. 59043).  They seek shelter under rocks, in crevices on the river banks, among roots of trees and dense vegetation (Ref. 30578, 10294).  Those in rivers tend to congregate in deep holes throughout the year, except at spawning (Ref. 27547).  Movements into shallower water during summer nights are related to feeding (Ref. 1998).  Smaller individuals feed on insect larvae, crayfish, mollusks and other invertebrates with a changing preference for fishes in larger individuals (Ref. 1998, 10294).  In Central Europe, males mature at 2 years while females at 3 years (Ref. 59043).  Spawning occurs from November to March, at temperatures below 6°C in groups of up to 20 interlaced individuals forming a ball about 60 cm in diameter which constantly moves and rolls on the bottom while releasing eggs and sperms (Ref. 59043). May undertake short spawning migrations (Ref. 59043).  Eggs are semipelagic, 1.2-1.8 mm in diameter and slightly sticky hatching after 40-70 days (Ref. 59043).  Larvae are positively phototactic, floating below the surface in March and April (Ref. 59043).  Larvae feed on drifting invertebrates or zooplankton (Ref. 59043).  Source of oil.  Sold mainly salted.  Liver is sold smoked or canned in Europe (Ref. 1998).  Processed into fishmeal (Ref. 1998).  Because of its nocturnal habits and its slow movements, this fish is not very much appreciated by sport fishermen.  Flesh is tasty but a little dry (Ref. 30578).  Locally threatened due to river regulation (Ref. 59043).","Lota lota"
